name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Belle Isle,42.33488600000004,-82.99551899999994,,1979,"Belle Isle
This island, a jewel in the hearts of Detroiters, has provided shining memories for visitors of all ages. About 1845 this site received its present name, Belle Isle, in honor of Governor Lewis Cass’s daughter Isabella. On September 23, 1879, this island was purchased by the city of Detroit for two hundred thousand dollars. Early in the 1880s, the Board of Park Commissioners consulted with Frederick Law Olmsted, the designer of Central Park in New York City, to plan the development of Belle Isle as a public park. Belle Isle is now a unique island park covering 981 acres and attracti…",,,Wayne,Detroit
Maria Santissima Immacolata / Mary Immaculate of Lourdes Church,45.83258200000006,-88.05576600099994,,1990,"Maria Santissima Immacolata
In the late nineteenth and early twentieth centuries Italian immigrants came to Iron Mountain to work in the iron mines. In 1890 Italian Catholics from the community’s north side organized what was popularly known as “the Italian Church.” That year they built a frame church near this site. The church burned in 1893 and was rebuilt. In April 1902 Father G. Pietro Sinopoli arrived here. Within two months he formed a church building committee. Four thousand dollars was raised and in June Father Sinopoli began excavating the foundation. The church was completed in Dece…",,,Dickinson,Iron Mountain
Bloomingdale Depot / Kalamazoo and South Haven Railroad,42.38323400000007,-85.95823199999995,,1987,"Bloomingdale Depot
Originally called the Kalamazoo and South Haven Railroad Depot, this building was completed in December 1870. Harvey Howard, owner of the local sawmill, and his brothers Zenas and Joseph supplied the lumber and built the depot. Its original location was an acre of land donated by Augustus Haven. The park built on the depot grounds in 1912 is named in Haven’s honor. The first passenger train arrived in Bloomingdale on July 4, 1870.

Kalamazoo and South Haven Railroad
On April 14, 1869, Kalamazoo businessmen filed articles of incorporation establishing the Kalamazoo and South…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/316/attachments/386,,Van Buren,Bloomingdale
Thomas Edison,42.59888200000006,-82.89217299999996,,1973,"Thomas Edison
While working as a railway newsboy on the Detroit-Port Huron line, Tom Edison often stopped in Mount Clemens. He made friends with station agent J. U. Mackenzie and in 1862 saved Mackenzie’s young son from death by a train. In gratitude Mr. Mackenzie taught Tom Edison railroad telegraphy.  From his training Tom became a qualified railroad telegrapher and worked during the 1860s at this occupation. Some of his earliest inventions were based on the telegraph.",,,Macomb,Mount Clemens
Orsel McGhee House,42.35571100000004,-83.11796399999997,,1983,"Orsel McGhee House
In 1944 the Orsel McGhees, a black family, moved here into what was then an all-white neighborhood. A neighboring family won a court order revoking the McGhees’ purchase of the house on the basis of a restrictive covenant forbidding non-white residents. The McGhees, aided by the NAACP and represented by Thurgood Marshall, appealed the case to the U.S. Supreme Court. The court’s 1948 decision in favor of the McGhees upheld the principle of freedom from discrimination in the enjoyment of property rights.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/318/attachments/390,,Wayne,Detroit
Second Island,42.755149000000074,-84.74620899899998,,1989,"Second Island
Graced by the natural beauty of these soaring sandstone ledges, Grand Ledge was once famous for its Seven Islands Resort, a recreation area centered on this island from 1870 to 1910. At the turn of the century the ledges made this city one of the most popular resort areas in lower Michigan. Excursion trains brought thousands to enjoy this area, which featured steamboat rides, a boat livery, a hotel and vaudeville theater, mineral wells, a roller coaster, and fishing. In 1976 the Grand Ledge Area Bicentennial Commission erected the band pavilion.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/319/attachments/391,,Eaton,Grand Ledge
Shipwrecks and the Coast Guard / The Escanaba,43.060077000000035,-86.24053499899998,,1991,"Shipwrecks and the Coast Guard
In autumn 1929 raging storms sank four ships on Lake Michigan between Grand Haven and Milwaukee. Two went down with all hands—a total of seventy-seven men. The cargo ship Andaste departed Grand Haven for Chicago on September 9 and sank with her twenty-five-man crew south of Holland. The carferry Milwaukee sank en route to Grand Haven on October 22 with a crew of fifty-two. Coast Guard personnel stationed in Grand Haven were hampered in search and rescue attempts by vessels unable to travel in heavy seas and the absence of ship-to-shore radios on the foundered sh…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/320/attachments/393,,Ottawa,Grand Haven
Saint Mary Parish / Saint Mary Parish,42.68969444444444,-84.28097222222222,5,1994,"Saint Mary Parish
Beginning in the 1850s, Williamston Catholics worshipped with visiting priests. They often traveled ten miles by carriage or horseback on rutted, muddy roads to Saint Patrick Church in Woodhull (present-day Shaftsburg) to worship with Father Louis Van Den Driessche (Van Driss) of Lansing. In 1866 two brothers, Jerome and James Waldo, entered into a contract with Detroit Bishop Peter Paul Lefevere, stipulating they would sell a plot of land in the village of Williamston to the diocese for twenty-five cents, provided that a church worth at least one thousand dollars was built…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/321/attachments/2263,,Ingham,Williamston
Jean Baptiste Recollect Trading Post,43.243936000000076,-86.29900799999996,1,1980,"Jean Baptiste Recollect Trading Post
Near this site, on the shore of Muskegon Lake, stood the first Indian fur trading post in Muskegon County. It was established in 1812 by Jean Baptiste Recollect, a French fur trader believed to be this area’s first white settler. Jean Recollect remained here for about a year when a new manager took over. The Muskegon post operated as a successful business enterprise for many years. Remains of the chimney of Recollect’s station were visible as late as 1836.",,,Muskegon,North Muskegon
Methodist Episcopal Church,43.11600000000004,-83.96973299999996,4,1992,"Methodist Episcopal Church
In February 1889 the Methodist Episcopal Church of New Lothrop was organized. Later that year the present sanctuary and belfry were built of timber cut from local farms. A seven hundred-pound bell was donated by the H. P. Niles G.A.R. post in 1891 in honor of New Lothrop’s Civil War veterans. In 1900 a portion of the former English Settlement Church was attached to the north side of this structure. Mergers in 1939 and 1968 resulted in the church being renamed First United Methodist Church.",,,Shiawassee,New Lothrop
Andrew J. Blackbird House / Makade Binisii Wegamik,45.43056300000006,-84.98481299999997,,2000,"Andrew J. Blackbird House
Andrew J. Blackbird (c. 1815-1908), an important figure in the history of the Odawa (Ottawa) tribe, was the son of a chief. Educated in the traditions of the Odawa, he also attended Euro-American schools, including present-day Eastern Michigan University. Blackbird bought this building around 1858, when the town was inhabited mostly by Odawa people. From here he ran the post office and wrote a history of the Odawa. As a councilor for the Odawa he participated in negotiations for the Treaty of 1855, which established a large home reservation for the Odawa in this area…",,,Emmet,Harbor Springs
Southfield United Presbyterian Church,42.472413000000074,-83.25615699999997,,1998,"Southfield United Presbyterian Church
In 1850 seventeen Irish immigrants met in the home of Matthew Erwin Sr. and organized what became the Southfield United Presbyterian Church. Two years later they relocated a vacant church building to this site and met there until the present Greek Revival-style chapel was built in 1862. In 1912 laborers, using horses and wooden shovels, dug a basement under the church. The education unit and sanctuary date from 1953 and 1960 respectively.",,,Oakland,Southfield
First United Methodist Church,43.11929500000008,-83.69229400099994,,1988,"First United Methodist Church
First United Methodist Church, one of the oldest congregations in Genesee County, began with services held in Lewis Buckingham’s home in 1836. The Reverend Luther D. Whitney, a Flint circuit rider, and nine other people organized the congregation in 1838. Their first church, built in 1850, was moved to Genesee Street in 1865-66. The Reverend Seth Reed, a patriarch of Michigan Methodism, dedicated the congregation’s present Gothic Revival church on January 31, 1886.",,,Genesee,Mt Morris
